,name,palate_tokenized,nose_tokenized,finish_tokenized,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine
3619,Glen Keith 25 Year Old 1991 (cask 73651 & 73653) - Cask Strength Collection (Signatory),"['barley', 'orange', 'salted', 'cracker', 'cinnamon']","['biscuit', 'tin', 'custard_creams', 'ginger', 'nuts', 'jaffa', 'cakes', 'biscuit', 'biscuit', 'tin']","['leaf', 'herb', 'cinnamon', 'oatcake']",125.88,Speyside Whisky,Glen Keith,Signatory,25.0,48.2,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3620,Glenrothes 12 Year Old 2005 (cask 11601) - Old Particular (Douglas Laing),"['dark_chocolate', 'mousse', 'sawdust', 'ground_almond', 'tobacco']","['toffee', 'coffee', 'hand', 'fig']","['cinnamon', 'dark_chocolate', 'sugar', 'raisin']",73.93,Speyside Whisky,Glenrothes,Douglas Laing,12.0,48.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3621,Dufftown 2008 (bottled 2017) - Connoisseurs Choice (Gordon & MacPhail),"['salted_caramel', 'milk_chocolate', 'fruit', 'sawdust']","['fragrant', 'barley', 'floral', 'sultanas', 'malt_loaf', 'follow']","['wax', 'orange_peel', 'cardamom']",47.55,Speyside Whisky,Dufftown,Gordon & MacPhail,,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3622,Laphroaig 11 Year Old 2005 (cask 5611045) - The Octave (Duncan Taylor),"['sugared_almond', 'sharp_green', 'apple', 'plaster', 'oil', 'barley']","['black_pepper', 'berry', 'sorbet', 'salt', 'smoke', 'popcorn']","['smoke', 'caramel']",,Islay Whisky,Laphroaig,Duncan Taylor,11.0,50.0,,,,,,,,,,,,,,
3623,Glen Grant 2004 (bottled 2015) (Gordon and MacPhail),"['stroopwafel', 'gingerbread', 'chocolate', 'muffin', 'fruit']","['gooseberry', 'fresh', 'barley', 'hay', 'apple', 'crisp']","['ginger', 'sweet', 'thing']",43.58,Speyside Whisky,Glen Grant,Gordon & MacPhail,,43.0,,,,,,,,,,,,,,
3624,Raasay While We Wait (Second Release),"['biscuit_dough', 'grass', 'juicy', 'cherry', 'cranberry']","['butterscotch', 'cherry', 'cola', 'softly', 'malt', 'layer', 'treacle']","['caramelised', 'pecan', 'cinnamon']",56.7,Scotch Whisky,R&B,R&B,,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3625,Talisker 5 Year Old 2011 - Hepburn's Choice (Langside),"['peppermint', 'lightly', 'sherry', 'peel', 'toasted', 'oak', 'oatcake']","['black_tea', 'sea_spray', 'sugar', 'mincemeat', 'pie', 'kind', 'mincemeat', 'christmas', 'kind', 'mince_pie']",['medium_length'],60.07,Island Whisky,Talisker,Langside Distillers,5.0,46.0,,,,,,,,,,,,,,
3626,Glenallachie 8 Year Old 2008 - North Star Spirits,"['hot', 'clove', 'cardamom', 'juicy', 'raisin', 'sherry', 'peel']","['stewed_plum', 'brown_sugar', 'pastry', 'raspberry', 'cinnamon']","['wax', 'orange', 'mint_leaf', 'cinnamon']",55.22,Speyside Whisky,Glenallachie,North Star Spirits,8.0,58.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3627,Blair Athol 2007 (bottled 2016) - Connoisseurs Choice (Gordon & MacPhail),"['oak', 'cinnamon', 'orange_peel']","['pepper', 'malt', 'fino', 'sherry', 'milk_chocolate']","['citrus', 'finish']",43.86,Highland Whisky,Blair Athol,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,
3628,The GlenDronach Cask Strength - Batch 6,"['christmas_pudding', 'oak', 'juicy', 'raisin']","['sherried_peel', 'thick', 'marmalade', 'almond', 'hand', 'fruit']","['sweet', 'long', 'hot', 'spice']",64.82,Highland Whisky,GlenDronach,GlenDronach,,56.1,,True,,,,,,,,,,,,
3629,Blair Athol 2008 (bottled 2017) - Connoisseurs Choice (Gordon & MacPhail),"['fennel', 'black_pepper', 'orange_oil', 'dark_chocolate']","['aromatic', 'pear', 'barley', 'honeydew_melon', 'smoke']","['nutty', 'finish', 'hay']",39.23,Highland Whisky,Blair Athol,Gordon & MacPhail,,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3630,Highland Park 8 Year Old - The MacPhail's Collection (Gordon & MacPhail),"['cream', 'dram', 'rich', 'red', 'apple', 'nut', 'whiff', 'smoke']","['toasted', 'barley', 'slightly', 'tart', 'mango', 'vanilla']",['short'],38.79,Island Whisky,Highland Park,Gordon & MacPhail,8.0,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3631,Tullibardine 44 Year Old 1970,"['sherry_cask', 'influence', 'juicy', 'sultanas', 'clove', 'orange', 'baking_spice']","['elegant', 'oak', 'soft', 'toffee', 'rich', 'floral', 'rancio', 'scoop', 'rum_raisin', 'ice_cream', 'sprinkle', 'herb']","['black_pepper', 'strawberry', 'chew', 'tobacco']",902.94,Highland Whisky,Tullibardine,Tullibardine,44.0,40.5,,,,,,,,,,,,,,
3632,Speyside 19 Year Old 1996 - Small Batch (WM Cadenhead),"['barley', 'baked', 'apple', 'lemon', 'peel', 'subtle', 'oak', 'y', 'smoke']","['walnut_loaf', 'cacao_nib', 'coffee_bean', 'redcurrant', 'jam', 'sweet']","['fig', 'vanilla_pod']",97.62,Speyside Whisky,Speyside,WM Cadenhead,19.0,55.8,,,,,,,,,,,,,,
3633,Glen Elgin 25 Year Old 1990 (casks 7882 & 7884) - Cask Strength Collection (Signatory),"['alpine_herb', 'fresh', 'twist', 'mint', 'soon', 'wave', 'caramel', 'apricot']","['caramel', 'banana', 'oatcake', 'floral', 'malt', 'ginger']","['ginger', 'finish', 'minute']",110.25,Speyside Whisky,Glen Elgin,Signatory,25.0,50.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3634,Glenburgie 1966 (Gordon & MacPhail),"['delicate', 'red', 'fruit', 'dark_chocolate']","['bee', 'wax', 'fresh', 'stone_fruit', 'sweet', 'sherry', 'aroma']","['finish', 'rich', 'red_berry', 'lick', 'menthol', 'tail']",722.35,Speyside Whisky,Glenburgie,Gordon & MacPhail,,43.0,,,,,,,,,,,,,,
3635,Glengoyne Cask Strength (Batch 4),"['pear', 'apple', 'white', 'peach', 'tart', 'berry', 'thyme_honey', 'pepper', 'oak']","['brown_bread', 'summer_berry', 'tart', 'thick', 'crumbly_pastry', 'floral', 'malt']","['sherry', 'cask', 'influence', 'particularly', 'dark_chocolate', 'bitter']",56.12,Highland Whisky,Glengoyne,Glengoyne,,58.8,,True,,,,,,,,,,,,
3636,Ben Nevis 20 Year Old 1997 - Old Particular Consortium of Cards (Douglas Laing),"['smoke', 'forward', 'soon', 'brioche', 'jam']","['plenty', 'barley', 'vanilla', 'mineral', 'smoke']","['fizz', 'orange', 'finish']",113.25,Highland Whisky,Ben Nevis,Douglas Laing,20.0,50.0,,,,,,,,,,,,,,
3637,Tullibardine 22 Year Old 1993 - Highland Laird (Bartels Whisky),"['herbal', 'hand', 'thyme', 'cardamom', 'orange', 'vanilla', 'ice_cream']","['thick', 'cut', 'marmalade', 'load', 'fresh', 'malt', 'malt_loaf', 'big', 'satisfying']","['long', 'fruit']",,Highland Whisky,Tullibardine,Bartels Whisky,22.0,51.1,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3638,Glenlivet 19 Year Old Campdalemore - Single Cask Edition,"['bourbon', 'y', 'vanilla', 'dark_chocolate', 'shaving', 'anise']","['big', 'juicy', 'seville_orange', 'plum', 'pudding', 'subtle', 'crème_brûlée']","['cinnamon', 'sweetie', 'ginger']",287.85,Speyside Whisky,The Glenlivet,The Glenlivert,19.0,58.1,,,,,,,,,,,,,,
3639,Clynelish 20 Year Old 1996 (cask 8787) - Un-Chillfiltered Collection (Signatory),"['thick', 'oil', 'malt', 'crème_caramel', 'caffè', 'latte']","['caramel', 'sweet', 'pine_resin', 'red', 'apple', 'fresh', 'herb', 'orange_zest']","['herbal', 'sweet', 'finish']",,Highland Whisky,Clynelish,Signatory,20.0,46.0,False,,,,,,,,,,,,,
3640,Dalmore 2001 (bottled 2015) - Connoisseurs Choice (Gordon & MacPhail),"['vanilla', 'citrus', 'sherry', 'raisin', 'vegetal']","['tropical_fruit', 'pineapple', 'almond', 'slight', 'mint']","['juicy', 'long', 'berry', 'vanilla']",,Highland Whisky,Dalmore,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,
3641,Balblair 1983 - 1st Release,"['sweet', 'treat', 'calm', 'flutter', 'cinnamon', 'oak', 'fresh', 'fruit', 'butterscotch']","['warm', 'toffee', 'syrup', 'classic', 'banana', 'split', 'complete', 'vanilla', 'ice_cream', 'chocolate', 'sprinkle', 'cherry', 'yum', 'yum']","['long', 'equally', 'enjoyable', 'rest', 'whisky']",246.51,Highland Whisky,Balblair,Balblair,,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3642,Tamnavulin 1993 (bottled 2016) (cask 16013) - Malts of Scotland,"['heap', 'cooking_spice', 'fresh', 'malt', 'bit', 'wax', 'apple']","['old_leather', 'thyme_honey', 'vanilla', 'red', 'fruit', 'sweet']","['subtle', 'chocolate']",170.85,Speyside Whisky,Tamnavulin,Malts of Scotland,23.0,55.2,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3643,Aberlour 26 Year Old 1989 (cask 11336) - Celebration Of The Cask (Càrn Mòr),"['intense', 'peach', 'milk_chocolate', 'sweet', 'wave', 'cigar_box', 'old', 'oak', 'decadent', 'rich']","['nutty', 'brown_bread', 'thick', 'layer', 'marmalade', 'barley', 'sugar', 'toffee', 'crisp', 'bar', 'christmas', 'spice']","['spiced', 'apple', 'pie', 'vanilla', 'ice_cream', 'yum']",205.49,Speyside Whisky,Aberlour,Carn Mor,26.0,55.1,,,,,,,,,,,,,,
3644,Tamdhu 8 Year Old 2006 (cask 11002) - Provenance (Douglas Laing),"['sugar', 'golden', 'barley', 'general', 'theme', 'sweet', 'yummy', 'caramel', 'y', 'good']","['sweet', 'cake', 'y', 'victoria_sponge', 'toffee', 'bakewells']","['prickle', 'spice', 'finish', 'sugar', 'sweet']",,Speyside Whisky,Tamdhu,Douglas Laing,8.0,46.0,,,,,,,,,,,,,,
3645,Glen Spey 14 Year Old 2000 (cask 262) (Berry Bros. & Rudd),"['malt', 'lightly', 'toasted', 'nut', 'brioche', 'blackcurrant', 'star_anise']","['grass', 'freshly_grass', 'camomile', 'allspice', 'malt']","['light', 'toasted', 'oak']",58.28,Speyside Whisky,Glen Spey,Berry Brothers and Rudd,14.0,46.0,,,,,,,,,,,,,,
3646,Craigellachie 8 Year Old 2008 - Hepburn's Choice (Langside),"['chocolate', 'red', 'apple', 'red_grape', 'jammy', 'blackcurrant']","['apricot', 'cashew', 'oat', 'red_berry']","['meaty_malt', 'cranberry']",47.46,Speyside Whisky,Craigellachie,Langside Distillers,8.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3647,Benromach Sassicaia Wood Finish 2009 (bottled 2017),"['cream', 'sweet', 'caramel', 'treacle', 'burst', 'summer_berry']","['fresh', 'strawberry', 'alpine_herb', 'chocolate']","['black_pepper', 'charred', 'oak']",44.83,Speyside Whisky,Benromach,Benromach,,45.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,Bunnahabhain 30 Year Old 1986 - North Star Spirits,"['toasted_brioche', 'salted_butter', 'oil', 'malt', 'lemongrass']","['subtly', 'coastal', 'balanced', 'pepper', 'oak', 'ginger', 'currant_bun']","['fruit', 'cinnamon', 'ginger']",,Islay Whisky,Bunnahabhain,North Star Spirits,30.0,52.5,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,Aberlour 15 Year Old Double Cask Matured 1l,"['nutty', 'cream', 'sherry', 'cinnamon']","['grass', 'charming', 'oil', 'nutty', 'texture', 'gentle', 'peat', 'good', 'sweet']","['toffee', 'long', 'butter', 'finish', 'smoke']",,Speyside Whisky,Aberlour,Aberlour,15.0,40.0,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3650,Highland 19 Year Old - Chapter 7,"['nutty', 'sherry', 'bit', 'chocolate', 'biscuit']","['malt_loaf', 'christmas_cake', 'fresh', 'orchard_fruit', 'surface']","['long', 'comforting']",110.79,Other Scotch Whisky,Chapter 7,Chapter 7,19.0,56.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3651,Tullibardine 26 Year Old (That Boutique-y Whisky Company),"['mango', 'fresh', 'vibrant', 'coriander', 'surprising', 'lime', 'pickle']","['charred_oak', 'rich', 'vanilla', 'bourbon', 'y', 'corn', 'mango', 'caramel']","['pepper', 'long', 'vanilla', 'triumphant', 'return']",137.54,Highland Whisky,Tullibardine,That Boutique-y Whisky Company,26.0,49.2,,,,,,,,,,,,,,
3652,Mannochmore 10 Year Old 2007 (casks 6651 & 6652) - Signatory,"['fizz', 'oak', 'spice', 'sugar', 'oily_walnut']","['lemongrass', 'menthol', 'cider', 'apple', 'milky_coffee']","['blueberry', 'muffin', 'clove', 'orange_oil']",37.31,Speyside Whisky,Mannochmore,Signatory,10.0,43.0,,,,,,,,,,,,,,
3653,Banana Leaf Barbecue 1997 (bottled 2016) - Wemyss Malts (Bunnahabhain),"['malt', 'cooked', 'fruit', 'slight', 'bbq_char']","['bonfire_beach', 'pineapple', 'savour', 'basil']","['slowly', 'cinnamon', 'warmth']",97.83,Islay Whisky,Bunnahabhain,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3654,Glenturret - Batch 1 (That Boutique-y Whisky Company),"['fizz', 'apple', 'pear', 'light', 'mature_oak', 'slightly', 'syrup', 'cigar_box', 'kiwi', 'tail']","['cream', 'oats', 'nut', 'shell', 'mixed', 'berry', 'star_anise', 'apple', 'tobacco', 'chewits']","['mars', 'bar', 'mars', 'choc', 'ice', 'raspberry', 'tobacco_leaf']",,Highland Whisky,Glenturret,That Boutique-y Whisky Company,,48.0,,,,,,,,,,,,,,
3655,Port Askaig 15 Year Old Sherry Cask,"['floral', 'malt', 'sherry', 'peel', 'wave', 'smoke']","['toasted', 'rye_bread', 'blackberry_jam', 'dry', 'smoke', 'earth']","['charcoal', 'rock_pool']",98.09,Islay Whisky,Port Askaig,Port Askaig,15.0,45.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3656,Master of Malt Islay Single Malt,"['dry', 'iodine', 'beauty', 'butterscotch', 'sweet', 'dry', 'wood', 'smoke', 'tarmac', 'hot', 'day', 'gentle', 'one', 'mind']","['southern', 'coast', 'islay_big', 'classic', 'cool_wood', 'smoke', 'sweet', 'honey', 'sweet', 'plaster', 'grist', 'maybe', 'lemon_sherbet']","['savoury', 'creosote', 'usual', 'suspect', 'iodine', 'smoke', 'etc', 'good']",63.0,Scotch Whisky,Master of Malt,Master of Malt,,40.0,,,,,,,,,,,,,,
3657,Marshmallow Biscuit 2001 (bottled 2016) - Wemyss Malts (Benrinnes),"['tunnock', 'caramel', 'wafers', 'tangerine', 'segment', 'lemongrass']","['plenty', 'vanilla', 'y', 'barley', 'brown_sugar', 'cardamom', 'underneath']","['buttered', 'sweetcorn', 'syrup', 'pancake']",69.25,Speyside Whisky,Benrinnes,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3658,Auchentoshan 2000 (bottled 2017) (cask 17004) - Malts Of Scotland,"['crisp', 'apple', 'spring', 'blossom', 'summer_berry', 'tart']","['chocolate', 'cake', 'mango', 'pepper', 'grass', 'vanilla']","['fruit', 'sweet']",125.98,Lowland Whisky,Auchentoshan,Malts of Scotland,17.0,55.6,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3659,Edradour 10 Year Old 2006 (cask 219) - Straight From The Cask,"['christmas', 'y', 'spice', 'speed', 'sweet', 'orange']","['seville_orange', 'mint_leaf', 'plenty', 'rich', 'malt', 'nutty', 'brown_bread']","['oak', 'warmth', 'cinnamon']",66.57,Highland Whisky,Edradour,Edradour,10.0,59.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3660,The Glendronach Cask Strength - Batch 5,"['malt', 'gingerbread', 'orange_peel', 'lemon', 'peel', 'orchard_fruit', 'brandy', 'cream']","['straight', 'fruit', 'ripe', 'plum', 'spice', 'cocoa', 'walnut', 'amaretti']","['coffee', 'cake', 'sultanas', 'oak']",69.54,Highland Whisky,GlenDronach,GlenDronach,,55.3,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3661,Aultmore 2000 (bottled 2014) - Connoisseurs Choice (Gordon & MacPhail),"['cinnamon', 'oak', 'spice', 'develop', 'pleasantly', 'warm', 'apple', 'plum']","['golden', 'malt', 'core', 'berry', 'flavour', 'oak']","['sweet', 'finish']",57.97,Speyside Whisky,Aultmore,Gordon & MacPhail,,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3662,Tamdhu Batch Strength (Batch 2),"['orchard_fruit', 'rich', 'oak', 'sultana', 'victoria_sponge', 'sherry', 'peel']","['fruit', 'nut', 'sultanas', 'orange_peel', 'apricot_jam', 'sweet', 'cereal']","['pain', 'au', 'chocolat', 'redcurrant', 'lemon', 'biscuit']",65.96,Speyside Whisky,Tamdhu,Tamdhu,,58.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3663,Talisker 2005 (bottled 2015) Amoroso Cask Finish - Distillers Edition,"['balance', 'sweet', 'smoke', 'tip', 'favour', 'dark_chocolate', 'vanilla', 'intense', 'fruit', 'coastal', 'talisker']","['sea_breeze', 'toffee', 'plump_raisin']","['coastal', 'waft']",63.69,Island Whisky,Talisker,Talisker,,45.8,,,,,,,,,,,,,,
3664,Meadowsweet Mint 2001 (bottled 2016)  - Wemyss Malts (Dailuaine),"['freshly', 'herb', 'mint_leaf', 'salted_butter', 'tropical_fruit']","['sugar', 'cane', 'white_pepper', 'barley', 'sugar', 'honey']","['nutty', 'malt', 'pound', 'cake', 'blossom']",67.65,Speyside Whisky,Dailuaine,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3665,Tomatin Cù Bòcan 1988 Vintage Limited Edition,"['smoke', 'persistent', 'underlying', 'peach', 'almond', 'cream', 'vanilla']","['roasted_chestnut', 'good', 'whiff', 'heather', 'light', 'barley', 'sweet']","['mint', 'final', 'campfire', 'ember']",228.17,Highland Whisky,Tomatin,Tomatin,,51.5,,,,,,,,,,,,,,
3666,Cragganmore 25 Year Old 1988 (2014 Special Release),"['vanilla', 'young', 'green', 'wood', 'mango', 'fairly', 'cream', 'especially', 'water', 'juicy', 'malt']","['green', 'wood', 'apple', 'stalk', 'shaving', 'foam', 'juicy', 'melon', 'nut', 'mint', 'dark', 'caramel']","['green', 'wood', 'oak', 'dark', 'caramel']",,Speyside Whisky,Cragganmore,Cragganmore,25.0,51.4,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3667,The Singleton of Dufftown 28 Year Old 1985 (2013 Special Release),"['wallop', 'herbaceous', 'raspberry', 'bush', 'rocket']","['wax', 'cream', 'fruit', 'crème_brûlée', 'soft', 'cheese', 'herb', 'runny_honey', 'surface', 'fresh']","['big', 'menthol', 'musty']",318.66,Speyside Whisky,Dufftown,Dufftown,28.0,52.3,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3668,Blair Athol 18 Year Old 1998 (cask 11637) - Old Particular (Douglas Laing),"['fruit', 'gummy', 'sweet', 'ginger', 'ale', 'orange_zest', 'light', 'mineral']","['juicy', 'plum', 'spiced', 'oak', 'filo_pastry']","['waxy_peel', 'wood', 'pepper']",86.34,Highland Whisky,Blair Athol,Douglas Laing,18.0,48.4,,,,,,,,,,,,,,
3669,Glenfarclas 1994 (cask 1574) Family Cask Summer 2014 Release,"['sultana', 'core', 'apricot', 'chocolate_chip']","['pear', 'malt', 'load', 'butter', 'heap', 'sultana']","['oloroso', 'sherry', 'sweet', 'honey', 'vanilla', 'y', 'malt']",289.35,Speyside Whisky,Glenfarclas,Glenfarclas,,58.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3670,Edradour 22 Year Old 1993 (cask 8/737/7) - Sauternes Cask Finish,"['fresh', 'tropical_fruit', 'apple_turnover', 'chocolate', 'orange']","['marmalade', 'brioche', 'cinnamon_bun', 'cereal']","['sweet', 'christmas', 'spice']",,Highland Whisky,Edradour,Edradour,22.0,51.4,,,,,,,,,,,,,,
3671,Inchgower 2002 (bottled 2015) - Connoisseurs Choice (Gordon & MacPhail),"['fig', 'jam', 'strawberry', 'core', 'cream', 'malt', 'toast', 'spice']","['raisin', 'cacao_nib', 'orange_peel']","['peach', 'pear', 'dark_chocolate']",44.76,Speyside Whisky,Inchgower,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,
3672,Blair Athol 14 Year Old 2002 (cask 11488) - Provenance (Douglas Laing),"['oak', 'warmth', 'hand', 'almond', 'sultanas', 'light', 'caramel']","['green_apple', 'liquorice', 'sticky_toffee', 'pudding', 'spice', 'powder']","['fudge', 'plum']",49.78,Highland Whisky,Blair Athol,Douglas Laing,14.0,46.0,,,,,,,,,,,,,,
3673,Deanston 21 Year Old 1995 (cask 12816) - Old Malt Cask (Hunter Laing),"['tropical_fruit', 'banana', 'kiwi', 'lot', 'cream', 'vanilla', 'oats']","['pineapple', 'oil', 'malt', 'grass']","['barley', 'sugar', 'caramel', 'chew', 'mango']",102.04,Highland Whisky,Deanston,Hunter Laing,21.0,50.0,,,,,,,,,,,,,,
3674,Melon and Orange Melange 2001 (bottled 2016) - Wemyss Malts (Mortlach),"['malt', 'swiftly', 'fresh', 'banana', 'juicy', 'tangerine']","['fruit_salad', 'sweetie', 'runny_honey', 'slight', 'waft', 'smoke']","['dr', 'oak', 'clove', 'lime', 'marmalade']",,Speyside Whisky,Mortlach,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3675,Strathmill  21 Year Old 1992 - The First Editions (Hunter Laing),"['pear', 'plum', 'dusting', 'clove', 'cardamom', 'biscuit', 'y', 'malt']","['floral', 'honey', 'peach', 'porridge', 'bit', 'barley']","['subtly', 'grass', 'finish']",111.27,Speyside Whisky,Strathmill,Hunter Laing,21.0,50.4,,,,,,,,,,,,,,
3676,Headland Breeze 1991 (bottled 2016)  - Wemyss Malts (Bunnahabhain),"['almond', 'orange_peel', 'barley', 'crumbly_fudge']","['green', 'melon', 'white', 'chocolate', 'sharp', 'citrus', 'oak']","['brown_bread', 'butter', 'floral', 'malt']",149.0,Islay Whisky,Bunnahabhain,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3677,Allt-á-Bhainne 22 Year Old 1995 - Single Cask (Master of Malt),"['plenty', 'tropical_fruit', 'honeydew_melon', 'green', 'banana', 'funk', 'element', 'damp', 'oak', 'spice', 'underneath', 'walnut', 'oil']","['vanilla_essence', 'soft', 'foam_banana', 'lot', 'toffee', 'fresh', 'malt', 'barley', 'sugar', 'baking_spice', 'present']","['fiery', 'cinnamon', 'allspice', 'fizz', 'away', 'dram']",136.39,Speyside Whisky,Allt-á-Bhainne,Master of Malt,22.0,47.1,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,Tomintoul 48 Year Old 1967 (casks 150031 & 150032) - Mission Gold (Murray McDavid),"['smoke', 'sweet', 'orange_oil', 'toffee']","['thick', 'rich', 'toffee', 'vanilla', 'bean', 'good_helping', 'charred_oak']","['final_waft', 'fragrant', 'smoke']",387.5,Speyside Whisky,Tomintoul,Murray McDavid,48.0,40.1,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3679,Linkwood 19 Year Old 1997 (cask 7538) - Cask Strength Collection (Signatory),"['nutty', 'brown_bread', 'layer', 'marmalade', 'fig', 'cinnamon']","['freshly', 'apple_turnover', 'juicy', 'blackberry', 'drizzle', 'honey']","['subtly', 'earth']",103.06,Speyside Whisky,Linkwood,Signatory,19.0,56.7,,,,,,,,,,,,,,
3680,Ledaig 18 Year Old 1997 (cask 643023) - Celebration Of The Cask (Càrn Mòr),"['oodle', 'spice', 'particular', 'power', 'clove', 'salted_caramel', 'yellow_plum']","['toasted', 'bread', 'layer', 'nutella', 'orange_zest', 'salted_cracker']","['peat', 'smoke', 'long', 'finish']",,Island Whisky,Tobermory,Carn Mor,18.0,55.6,,,,,,,,,,,,,,
3681,Caol Ila 5 Year Old 2008 (cask 311912) - Artist #6 (La Maison du Whisky),"['fennel', 'orange_peel', 'whack', 'brine']","['brine', 'peat_smoke', 'light', 'apple']","['long', 'rich', 'plenty', 'wave', 'smoke']",125.28,Islay Whisky,Caol Ila,La Maison du Whisky,5.0,61.1,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3682,Laphroaig 14 Year Old 2001 (cask 365) - Benchmark (Murray McDavid),"['peat_smoke', 'toasted', 'tea', 'cake', 'dark_chocolate']","['sea_spray', 'orange_peel', 'leaf', 'forest_floor']","['barley', 'crumb', 'aforementioned', 'toasted', 'tea', 'cake']",,Islay Whisky,Laphroaig,Murray McDavid,14.0,46.0,,,,,,,,,,,,,,
3683,Caol Ila 9 Year Old 2007 (cask 315319 & 315320) - Un-Chillfiltered Collection (Signatory),"['peanut_brittle', 'green_olive', 'kipper', 'vanilla', 'y', 'barley']","['heather_honey', 'bonfire_ember', 'apple_turnover']","['enjoyably', 'long']",50.23,Islay Whisky,Caol Ila,Signatory,9.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3684,Miltonduff 21 Year Old 1995 (cask 2594) - The Single Cask,"['pepper', 'oak', 'spice', 'dark_chocolate', 'juicy', 'orchard_fruit']","['caramelised', 'fruit', 'honey', 'toasted', 'bread']","['sugar', 'pancake', 'squeeze', 'lemon']",103.14,Speyside Whisky,Miltonduff,The Single Cask,21.0,45.8,,,,,,,,,,,,,,
